course_code,course_name,course_desc
ISYE-4450,Enhancing Critical Thinking,"This course is intended for engineering students interested in improving their critical and creative thinking abilities as they examine the ethical impact of their engineering decisions.  The course facilitates a social and interactive learning environment where the development of core behaviors for deeper conversations are explored through clear communication of problem analysis. Using classic engineering cases, students explore ambiguities, value assumptions, fallacies in reasoning and learn to improve their ability to develop unique ideas, overcome objections, and persuade others in an ethical manner. Students cannot receive credit for both this course and ENGR 4450."
ISYE-4500,Stochastic Mthd In Op Rsrch,"This course develops an understanding of stochastic processes that evolve over time, and the ability to model, analyze, and solve optimization problems for systems that involve sequential and interrelated decisions. Course topics include Probability Theory, Markov Chains, Dynamic Programming, and Queueing Theory. The application areas include but are not limited to production and inventory systems, customer service, revenue management, and health care."
ISYE-4555,"Ethical Engr, Engring, & Tech","This course focuses on the morally motivated work of engineers; how they have changed the world for centuries and continue to do so.  It examines the past, present and the future of engineering through ethical reflections and knowledge based on various engineering code of ethics with particular attention to NSPE Code of Ethics. Students are invited to analyze contemporary issues in engineering, hear lectures from experts’ experiences with ethical challenges in engineering, and interview engineers in various engineering fields. Particular attention will be paid to topics of corporate social responsibility and social justice. The aim of the course is to encourage engineering student to practice moral - sensibility, analysis skills, creativity, judgment skills, decision-making skills, and argumentation skills."
ISYE-4600,Determnstc Mthd In Op Rsrch,"This course is an introduction to deterministic mathematical modeling for common decision problems in industrial and management engineering including supply chain management, production planning, and public policy. Students will learn to formulate and solve linear and integer programs, evaluate robustness of solutions via sensitivity analysis, and apply duality and other fundamental techniques in deterministic optimization."
ISYE-4700,Game Theory & App Supply Chn,"This course introduces methods, tools, and technologies for describing human performance via various types of models, and supporting this performance via tools and advanced technologies. The course is hands-on, involving student projects that investigate human performance in challenging domains as well as direct engagement with technologies for decision support."
ISYE-4750,Prob Theory & Applications,
ISYE-4760,Mathematical Statistics,"A course in the theory of statistics which will provide students with a basic foundation for more specialized statistical methodology courses. Topics include sampling and sampling distributions; point estimation including method of moments, maximum likelihood estimation, uniform minimum variance estimation and properties of the associated estimators; confidence intervals; hypothesis testing including uniformly most powerful, likelihood ratio approaches, chi-square tests for goodness-of-fit and independence. The course will conclude with an introduction to linear statistical models."
ISYE-4770,Math Models Of Oper Research,
ISYE-4790,Intro To Finan Math And Engr,
ISYE-4810,Computational Intelligence,"With ever-increasing computer power readily available, new engineering methods based on “soft computing” are emerging at a rapid rate. This course provides students a working knowledge in computational intelligence covering the basics of fuzzy logic, neural networks, genetic algorithms, simulated annealing, wavelet analysis, fractal structures, and chaotic time series analysis. Applications in control, optimization, data mining, fractal image compression, and time series analysis are illustrated with engineering case studies."
ISYE-4940,Ugrad Independent Study,Credit Hours: 1 to 6
ISYE-4941,Undergraduate Research Project,
ISYE-4960,Topics In Dses,Credit Hours: 3
ISYE-4961,Topics In Dses,
ISYE-4962,Topics In Dses,
ISYE-4963,Topics In Dses,
ISYE-4964,Topics In Dses,
ISYE-4965,Topics In Dses,
ISYE-4966,Topics In Dses,
ISYE-4967,Topics In Dses,
ISYE-4968,Topics In Dses,
ISYE-4969,Topics In Dses,
ISYE-6000,Indust & Systems Engr Elective,
ISYE-6001,Consortia Course At Hvcc,
ISYE-6002,Consortia Course At Suny Alb.,
ISYE-6003,Consortia Course At Siena,
ISYE-6004,Consortia Course At Skidmore,
ISYE-6005,Consortia Course At Union,
ISYE-6006,Consortia Course At St. Rose,
ISYE-6007,Consortia Course At Jca,
ISYE-6009,Consortia Course At Alb. Pharm,
ISYE-6010,Applied Regression Analysis,"Emphasis is on empirical model building and evaluation for both multiple linear and nonlinear regression models. Topics specifically addressed are simultaneous estimation, diagnostics and remedial measures, selection procedures, locally weighted least squares classification variables, binary response variables, time series data, nonlinear estimation, software packages."
ISYE-6020,Design Of Experiments,"Methods of designing experiments so that statistical analysis of the resulting data will yield the maximum useful information. Testing of hypotheses; analysis of variance and covariance. Various designs, including the factorial and its modifications, incomplete blocks, Latin squares, and response surface designs are covered. Also discussed are optimality properties of design."
ISYE-6100,Time Series Analysis,"Study of time series data for both description and prediction. Main emphasis on the classical Box-Jenkins approach to model identification, estimation, and diagnosis. Includes an introduction to spectral analysis. Applications to real data series, including forecasting problems and empirical comparison of alternative approaches. Use of computer packages for time series analysis."
ISYE-6110,Intro To Appl Stat,
ISYE-6180,Knowledge Discovery With Data Mining,"Data mining is the computationally intelligent extraction of information from large databases. It is the process of automated presentation of patterns, rules, and functions from large data bases to make crucial business decisions. This course takes a multi-disciplinary approach to data mining and knowledge discovery involving statistics, rule and tree induction, neural networks, genetic algorithms, visualization and fuzzy logic. The course is project driven and puts a special emphasis on the use of computational intelligence for scientific data mining related to drug design and bioinformatics."
ISYE-6190,Intro To Big Data Analytics,"Big Data Analytics is the automated process for finding interesting, actionable information from large amounts of data. This course emphasizes the evolution from machine learning to big data analytics. Topics include data-driven science and engineering, basic data mining, machine learning approaches for big data, artificial neural networks, time series analysis and deep learning. There is a special emphasis on the use of scriptable code for Big Data Analytics."
ISYE-6210,Theory Of Prod Schedule,"Problems of scheduling several tasks over time. Topics include measures of performance, single machine sequencing, flowshop scheduling, the job shop problem, and priority dispatching. Integer programming, dynamic programming, and heuristic approaches to various problems are also presented."
ISYE-6230,Quality Control And Reli,
ISYE-6260,Human Perf Modeling & Support,"This course introduces methods, tools, and technologies for describing human performance via various types of models, and supporting this performance via tools and advanced technologies. The course is hands-on, involving student projects that investigate human performance in challenging domains as well as direct engagement with technologies for decision support."
ISYE-6340,Cyber-physical Systems,"An introduction to Cyber-Physical Systems (CPS) focuses on mechanisms that are controlled or monitored by computer-based algorithms, tightly integrated with the physical environment or a biological system. This course provides a step-by-step approach to one of those systems (e.g., brain-machine interfaces) to emphasize the importance of interdisciplinary work and understanding of the system as a whole."
ISYE-6350,Syst Engineer & Social Media,"An introduction to social media analytics. Topics include obtaining and processing social media data, social network analysis, content analysis, descriptive, predictive, and prescriptive analytics using social media, ethical aspects of social media analytics."
ISYE-6360,Applied Data Science,This course is aimed at upper-level undergraduate and graduate students who wish to master the fundamental concepts of machine learning in a lab-like environment. Students will choose a relevant topic/dataset to explore and devise the best approach to extract knowledge from noisy data along with data visualizations for decision making. Graduate students will also conduct an in-depth overview of existing methods and approaches relevant to their topic.
ISYE-6370,Engineering Data Analytics,"Transforming data into useful information and actionable insights for decision-making is an important skill that is becoming indispensable for scientists and engineers. The objective of this course is to introduce data analytics tools to engineers through hands-on computational applications. Topics covered include probability and statistics review, data visualization, linear regression, time-series analysis, forecasting, optimization, simulation, and spreadsheet models. Applications will be in Python, MATLAB, and Excel."
ISYE-6550,Network Flows,"Network flow problems form a subclass of linear programming problems with applications to transportation, logistics, manufacturing, computer science, project management, and finance, and many other domains. This subject will survey some of the applications of network optimization and focus on key special cases of network optimization problems including the following: the shortest path problems, the maximum flow problems, traveling salesperson problems, and matching problems."
ISYE-6580,Quality Assurance,
ISYE-6600,Design Of Manufacturing Systems And Supply Chains,"An overview of the principles involved in the management of supply chains with an emphasis on demand forecasting, resource planning, supply chain operations and coordination, inventory management, and network design.  The course will emphasize the theoretical aspects of these topics, with the development of quantitative approaches to aid in decision-making and managerial insights."
ISYE-6610,Systems Modeling In Dses,"This course is an introduction to deterministic mathematical modeling for common decision problems in industrial and management engineering including supply chain management, production planning, and public policy. Students will learn to formulate and solve linear and integer programs, evaluate robustness of solutions via sensitivity analysis, and apply duality and other fundamental techniques in deterministic optimization."
ISYE-6620,Discrete Event Simulation,"A thorough development of a simulation language is stressed in order to progress through a series of increasingly sophisticated applications of computer simulation. Projects cover a wide range of topics: production systems, inventory, finance, transportation, and public systems. The course includes model development, statistical analysis of simulation input/output data, validation planning, and managing simulation projects."
ISYE-6650,Systems Modeling And Dec Sci,
ISYE-6700,Game Theory & Appl Supply Chai,"This course introduces methods, tools, and technologies for describing human performance via various types of models, and supporting this performance via tools and advanced technologies. The course is hands-on, involving student projects that investigate human performance in challenging domains as well as direct engagement with technologies for decision support."
ISYE-6760,Integer & Combinatorial Opt.,"Exact and heuristic methods for solving discrete problems, including the traveling salesman problem, the knapsack problem, packing and covering problems. Algorithm complexity and NP-completeness, cutting plane methods and polyhedral theory, branch and bound, Lagrangian duality, liftings, metaheuristics."
ISYE-6770,Linear & Conic Optimization,"A unified development of linear systems and linear programming, polyhedral theory, the simplex method, interior point methods, decomposition methods for large scale linear programming problems, the ellipsoid method, column generation algorithms for stochastic programming and other problems."
ISYE-6780,Introduction To Optimization,"Convex sets and functions, optimality conditions in nonlinear programming, Lagrangian duality, quadratic programming algorithms for nonlinear programming including Newton’s method, quasi-Newton methods, conjugate gradient methods, together with proofs of convergence."
ISYE-6820,Queuing Syst & Applications,"A course on fundamentals of stochastic processes and queuing theory emphasizing applications. Poisson processes, renewal processes, Markov chains, general methods in the study of Markovian and non-Markovian systems, tandem queues, networks of queues, priority and bulk queues, computational methods and simulation. Focus of the course is the application of these tools in the performance evaluation and design of computer systems, communication networks, manufacturing systems, and service systems."
ISYE-6840,Model Lrg-scale Systems,"Applications of operations research and systems analysis techniques to mathematical modeling of complex systems, especially large-scale public systems. Discussion of model-building approaches, emphasizing the role of creativity, rationality, and mathematics. Introduction of important quantitative techniques (e.g., geometrical probability, optimization theory, and stochastic processes) and their application to modeling emergency service systems, spatial distribution of public service facilities, congestion, land-use patterns, transportation systems, demographics, and energy."
ISYE-6870,Intro To Neural Networks,"Neural networks are program and memory at once, useful where traditional techniques fail, i.e., for artificial speech and image recognition. Emphasis on existing and emerging engineering applications. Parallel distributed processing, Hebb’s rule, Hopfield net, back-propagation algorithm, perceptrons, unsupervised learning, Kohenen self-organizing map, genetic algorithms, neocognitron, adaline. Illustrated with computer programs and lectures."
ISYE-6900,Researchers Toolkit For Engrs,"This course presents the fundamentals of research in engineering. The objectives of the class are: (i) To introduce the main ideas and tools for doing research in engineering, (ii) To develop and practice critical skills for assessing research projects, producing new research and communicating them,(iii) To show the diverse research career options in academia and industry.  Students will identify an advisor, develop a research project under their guidance, and present their work in class."
ISYE-6940,Graduate Independent Study,Credit Hours: 3 to 6
ISYE-6960,Topics In Dses,Credit Hours: 3
ISYE-6961,Topics In Dses,
ISYE-6962,Topics In Dses,
ISYE-6963,Topics In Dses,
ISYE-6964,Topics In Dses,
ISYE-6965,Topics In Dses,
ISYE-6966,Topics In Dses,
ISYE-6967,Topics In Dses,
ISYE-6968,Topics In Dses,
ISYE-6969,Topics In Dses,
ISYE-6970,Professional Master's Project,"Active participation in a semester-long project, under the supervision of a faculty adviser. A Professional Project often serves as a culminating experience for a Professional Master’s program but, with departmental or school approval, can be used to fulfill other program requirements. With approval, students may register for more than one Professional Project. Professional Projects must result in documentation established by each department or school, but are not submitted to the Office of Graduate Education and are not archived in the library. Grades of A, B, C, or F are assigned by the faculty adviser at the end of the semester. If not completed on time, a formal Incomplete grade may be assigned by the faculty adviser, listing the work remaining to be completed and the time limit for completing this work."
ISYE-6980,Masters Project,"Active participation in a master’s-level project under the supervision of a faculty adviser, leading to a master’s project report. Grades of IP are assigned until the master’s project has been approved by the faculty adviser. If recommended by the adviser, the master’s project may be accepted by the Office of Graduate Education to be archived in the Library. Grades will then be listed as S."
ISYE-6990,Master's Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master’s thesis. Grades of S or U are assigned by the adviser each term to reflect the student’s research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
ISYE-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S."
ITWS-1000,Information Technol Elective,
ITWS-1008,Consortia Course Sccc Or Acc,
ITWS-1100,Intro To It & Web Science,"This course introduces students to the field of information technology and Web science, the types of problems encountered in the field, and the solution approaches used to solve them. Through a series of activities and projects, students are introduced to topics such as Web systems design, emerging Web standards, database systems, security, and computer networking. Guest speakers highlight information technology practices in industry. Students work in groups on a team project and presentation at the end of the course."
ITWS-1150,Introduction To Uml,
ITWS-1220,It And Society,"This course investigates the relationship between Information Technology (IT) and the individuals and groups who use it -- which is to say, virtually everyone. The course has two main goals. First, it seeks to define and explain core concepts in the field of IT in a fashion that is not overly technical. Second, it examines the historical, social, cultural, political and economic factors that have helped to shape, and have been shaped by, the dimensions of IT that we will study."
ITWS-1961,Topics Course In Itec,
ITWS-1962,Topics In Itec,
ITWS-2000,Information Technol Elective,
ITWS-2001,Consortia At Hvcc,
ITWS-2008,Consortia Course Sccc Or Acc,
ITWS-2110,Web Systems Development,"This course involves a study of the methods used to extract and deliver dynamic information on the World Wide Web. The course uses a hands-on approach in which students actively develop Web-based software systems. Additional topics include installation, configuration, and management of Web servers. Students are required to have access to a PC on which they can install software such as a Web server and various programming environments."
ITWS-2210,Introduction To Hci,"An introduction to the current theories, methods, and issues in human-computer interaction. Theory and research along with practical application are discussed within the context of organizational impact. The course provides the knowledge of HCI systems and research used for the implementation of safe, quick, and useable interactive technologies."
ITWS-2220,Creative Intelligent Agt,
ITWS-2940,Ugrad Independent Study,
ITWS-2941,Undergraduate Research Project,
ITWS-2960,Topics In Itws,
ITWS-2961,Topics In Itec,
ITWS-2962,Topics In Itec,
ITWS-4000,Information Technol Elective,
ITWS-4100,It & Web Science Capstone,"Students work on collaborative projects to design innovative ITWS solutions which address a specific problem or area of need in the student’s field. Students work to identify a problem and research viable solutions. They go on to propose, design, and prototype their ITWS solution learning best practices for ITWS project management, communication, and user-center design. This course serves as the culminating experience for the undergraduate ITWS program. Restricted to ITWS majors. This is a communication-intensive course."
ITWS-4250,Database Applications & Syst,"This advanced course in database applications and database systems provides students with a strong foundation in modern database design, data modeling, data normalization, SQL, NoSQL, query optimization, database security, and how databases fit into larger software architectures.  Substantial programming and design projects are required."
ITWS-4300,Business Issues For Engineers And Scientists,"Investigates business-related considerations in successfully commercializing new technology in a new venture or within an existing enterprise: market and customer analysis, beating the competition, planning and managing for profitability, high-tech marketing and sales, and business partnerships and acquisitions. Not a general management course; focuses explicitly on what is relevant for engineers and scientists working in a commercial environment. For junior/senior undergraduate or graduate students."
ITWS-4310,Managing It Resources,"This course provides an introduction to fundamental concepts of management and applies them to IT. It examines the use of IT in business processes and the management issues of integrating IT into organizational processes to gain competitive advantage. Topics include: management, organizations, and information systems; development life cycle; project management and systems engineering; process reengineering; and organizational learning. This course includes the planning, development, and implementation of an IT project for a real client."
ITWS-4320,Ethical Informatics,"This course presents an overview of ethics and policy and explore their relationships within the world of data and informatics. In conjunction with the concept of data dexterity, the ethical use of data to address societal issues requires an awareness of both the implications and consequences inherent is any solution. Through readings, lectures, and group projects, students will learn the basics of ethics and of policy approaches as they apply to current issues.  They will learn to approach data-intensive problems through common Western ethical frameworks to reach an informed conclusion.  Examples are taken from such fields as AI, health, cybersecurity, and finance, with the goal of developing reasonable and ethical responses to those issues."
ITWS-4350,Data Science,"Data science is advancing the inductive conduct of science and is driven by the greater volumes, complexity, and heterogeneity of data being made available over the Internet. It combines aspects of data management, library science, computer science, and physical science. It is changing the way all of these disciplines do both their individual and collaborative work. Key methodologies in application areas based on real research experience are taught."
ITWS-4370,Information System Security,"This course covers foundational models for information security, policies, authentication, access control, database security, assurance, auditing, and intrusion detection. It also devotes substantial time to secure coding practices. Students will be expected to complete projects that explore an aspect of information security in detail. Cryptography is not covered since it is a focus of other courses."
ITWS-4380,Data And Society,"Data and Society provides a broad overview of how society is leveraging and responding to the social, organizational, policy, and technical opportunities and challenges of a data-driven world. Course themes focus on various aspects of the data ecosystem, data and innovation, and data and the broader community. Assignments build writing, presentation, and critical thinking, and assessment skills, all of which are important for professional success. This is a communication-intensive course."
ITWS-4400,Xinformatics,"Informatics covers a broad range of disciplines addressing challenges in the explosion of data and information resources. X-informatics provides commonality for implementations in specific disciplines, e.g. X=astro, geo. Informatics’ theoretical bases are information and computer science, cognitive science, social science, library science, aggregating these studies and adding the practice of information processing, and the engineering of information systems. This course grounds the material that students will learn in discipline areas by coursework and project assignments."
ITWS-4500,Web Science Systems Dev,"Building on the technology covered in Web Systems Development, students will be exposed to current technologies, frameworks, and practices in the area of Web development. Types of topics included will be HTML5/CSS3, API’s for data, node.js, MongoDB, and Angular. Methodology to be explored will be application design, software versioning, and team development. Lab intensive, this course is intended to complete a foundation for the advanced courses in Data Science and Advanced Web Science."
ITWS-4600,Data Analytics,"The world at-large is confronted with increasingly larger and complex sets of structured/unstructured information; from cyber and human sources. Traditional enterprises are moving toward analytics-driven approaches for core business functions. Data and information analytics extends analysis (descriptive models of data) by using data mining and machine learning methods, with optimization and validation, to recommend action or guide and communicate decision-making. Thus, analytics is an entire methodology rather than individual analyses or analysis steps."
ITWS-4700,Software Development,"This course teaches students about the roles and infrastructure of IT departments in modern organizations, IT software engineering technologies and methodologies for software development life cycle through hands-on experience. The course is for students with software development background to enhance their knowledge of software development and management, the software development industry, open source community, etc."
ITWS-4850,Modern Binary Exploitation,"Modern Binary Exploitation will focus on teaching practical offensive security skills in binary exploitation and reverse engineering. Through a combination of interactive lectures and hands on labs, the course will offer students an opportunity to explore some of the most technically involved and fascinating subjects in the rapidly evolving field of security. It will cover protections found on modern systems and the techniques used to defeat them."
ITWS-4940,Ugrad Independent Study,
ITWS-4941,Undergraduate Research Proj,
ITWS-4960,Topics In Itws,
ITWS-4961,Topics In Itws,
ITWS-4962,Topics In Itws,
ITWS-4963,Topics In Itws,
ITWS-4966,Itws Topics,
ITWS-4967,Topics In Itws,
ITWS-4969,Topics In Itec,
ITWS-4980,Special Projects,Active participation in a senior-level project supervised by a faculty member and requiring a presentation and project report. Grades of “in-progress” are assigned until the special project has been approved by the faculty member.
ITWS-4990,Senior Thesis,A two-semester spring-fall or fall-spring course dealing with an advanced level independent research project supervised by a faculty member and requiring the presentation of a thesis. First term registration is limited to second semester juniors and first semester seniors. The grade for the first semester will be listed as “In progress.”
ITWS-6000,Information Technol Elective,
ITWS-6250,Database Applications & Syst,"This advanced course in database applications and database systems provides students with a strong foundation in modern database design, data modeling, data normalization, SQL, NoSQL, query optimization, database security, and how databases fit into larger software architectures.  Substantial programming and design projects are required."
ITWS-6300,Business Issues For Engineers And Scientists,"Investigates business-related considerations in successfully commercializing new technology in a new venture or within an existing enterprise: market and customer analysis, beating the competition, planning and managing for profitability, high-tech marketing and sales, and business partnerships and acquisitions. Not a general management course; focuses explicitly on what is relevant for engineers and scientists working in a commercial environment. For junior/senior undergraduate or graduate students."
ITWS-6350,Data Science,"Data science is advancing the inductive conduct of science and is driven by the greater volumes, complexity, and heterogeneity of data being made available over the Internet. It combines aspects of data management, library science, computer science, and physical science. It is changing the way all of these disciplines do both their individual and collaborative work. Key methodologies in application areas based on real research experience are taught."
ITWS-6370,Information System Security,"This course covers foundational models for information security, policies, authentication, access control, database security, assurance, auditing, and intrusion detection. It also devotes substantial time to secure coding practices. Students will be expected to complete projects that explore an aspect of information security in detail. Cryptography is not covered since it is a focus of other courses."
ITWS-6380,Data And Society,"Data and Society provides a broad overview of how society is leveraging and responding to the social, organizational, policy, and technical opportunities and challenges of a data-driven world. Course themes focus on various aspects of the data ecosystem, data and innovation, and data and the broader community. Assignments build writing, presentation, and critical thinking, and assessment skills, all of which are important for professional success. This is a communication-intensive course."
ITWS-6400,Xinformatics,"Informatics covers a broad range of disciplines addressing challenges in the explosion of data and information resources. X-informatics provides commonality for implementations in specific disciplines, e.g. X=astro, geo. Informatics’ theoretical bases are information and computer science, cognitive science, social science, library science, aggregating these studies and adding the practice of information processing and the engineering of information systems. This course grounds the material that students will learn in discipline areas by coursework and project assignments."
ITWS-6440,Big Data Policy,"Although the term ‘big data’ is relatively new on the scene, the idea of collecting, protecting, and sharing large data sets has been around since before computers were a major player. Similarly, the concept of a ‘policy,’ high-level guidelines providing a general course of action (or inaction) in a given area, is not new. Putting those two concepts together, however, is a recent phenomenon which has created a set of intriguing challenges. What is ‘open data?’ What does it mean to ‘share’ data? Who makes such policies and how are they implemented? Do data policies look the same all over the world? What are the economic, cultural, and technological implications/impacts of/on a given data policy? How would one even go about understanding and evaluating a data policy? This course takes the basics of policy design and analysis, blends in critical thinking skills, ethics, group dynamics, national perspectives, and international perspectives, and applies it all to the world of big data."
ITWS-6600,Data Analytics,"The world at-large is confronted with increasingly larger and complex sets of structured/unstructured information; from cyber and human sources. Traditional enterprises are moving toward analytics-driven approaches for core business functions. Data and information analytics extends analysis (descriptive models of data) by using data mining and machine learning methods, with optimization and validation, to recommend action or guide and communicate decision-making. Thus, analytics is an entire methodology rather then individual analyses or analysis steps."
ITWS-6700,Software Development,"This course teaches students about the roles and infrastructure of IT departments in modern organizations, IT software engineering technologies and methodologies for software development life cycle through hands-on experience. The course is for students with software development background to enhance their knowledge of software development and management, the software development industry, open source community, etc."
ITWS-6710,Platform Business Engr & Scnts,"Students will integrate topics of database systems, networking, software design, web science and business strategies, to develop digital solutions for value creating opportunities utilizing the network effects expressed in Platform Business Models.   Students will work on project opportunities of their own creation, develop a digital solution prototype and write a short business plan on these innovations.   In some cases, the students will be asked to present their solution to members of the investment community for evaluation and possible future funding."
ITWS-6800,It Master's Capstone,"Integration of the knowledge and professional practice of the Master’s in IT core and concentration courses. Topics in database systems, networking, software design, human computer interaction, management of technology, and ethics are applied within a framework of global e-business strategy. The course utilizes a Team Project with a real organization to practice major IT concepts. Team members select, develop, and present a significant technology implementation project, incorporating strategy, systems development, and business planning."
ITWS-6940,Graduate Independent Study,
ITWS-6960,Topics In Itws,
ITWS-6961,Topics In Itws,
ITWS-6962,Topics In Itws,
ITWS-6963,Topics In Itws,
ITWS-6964,Topics In Itws,
ITWS-6965,Topics Courses In Itws,
ITWS-6980,Master's Project,"Active participation in a master’s-level project, under the supervision of a faculty adviser, leading to a master’s project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master’s project may be accepted by the Office of Graduate Education to be archived in the library."
ITWS-6990,Masters Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master’s thesis. Grades of S or U are assigned by the adviser each term to reflect the student’s research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
IENV-1000,Interdisciplinary Envir Elect,
IENV-1001,Consortia Course At Hvcc,
IENV-1002,Consortia Course At Suny Alb.,
IENV-1003,Consortia Course At Siena,
IENV-1004,Consortia Course At Skidmore,
IENV-1005,Consortia Course At Union,
IENV-1006,Consortia Course At St. Rose,
IENV-1007,Consortia Course At Jca,
IENV-1008,Consortia Course Sccc Or Acc,
IENV-1009,Consortia Course At Alb. Pharm,
IENV-1910,Environmental Seminar,"Topical issues in environmental sciences covered in a seminar and discussion format, with field trips. Seminar includes guest speakers from academics, industry, non-profits, and government who are experts in an array of environment-related fields. Each class includes weekly reading and short writing assignments."
IENV-2000,Interdisciplinary Envir Elect,
IENV-2001,Consortia Course At Hvcc,
IENV-2002,Consortia Course At Suny Alb.,
IENV-2003,Consortia Course At Siena,
IENV-2004,Consortia Course At Skidmore,
IENV-2005,Consortia Course At Union,
IENV-2006,Consortia Course At St. Rose,
IENV-2007,Consortia Course At Jca,
IENV-2008,Consortia Course Sccc Or Acc,
IENV-2009,Consortia Course At Alb. Pharm,
IENV-2940,Independent Study,
IENV-4000,Interdisciplinary Envir Elect,
IENV-4001,Consortia Course At Hvcc,
IENV-4002,Consortia Course At Suny Alb.,
IENV-4003,Consortia Course At Siena,
IENV-4004,Consortia Course At Skidmore,
IENV-4005,Consortia Course At Union,
IENV-4006,Consortia Course At St. Rose,
IENV-4007,Consortia Course At Jca,
IENV-4008,Consortia Course Sccc Or Acc,
IENV-4009,Consortia Course At Alb. Pharm,
IENV-4700,One Mile Of The Hudson River,"A course that focuses on the Hudson River Basin as an environmental microcosm and a vehicle through which to illustrate the natural science of river systems with particular attention to human influences. This interdisciplinary environmental science course is for environmentally oriented junior, senior, and graduate students."
IENV-4940,Ind Study In Ienv,
IENV-4961,Topics In Ienv,
IENV-6000,Interdisciplinary Envir Elect,
IENV-6001,Consortia Course At Hvcc,
IENV-6002,Consortia Course At Suny Alb.,
IENV-6003,Consortia Course At Siena,
IENV-6004,Consortia Course At Skidmore,
IENV-6005,Consortia Course At Union,
IENV-6006,Consortia Course At St. Rose,
IENV-6007,Consortia Course At Jca,
IENV-6009,Consortia Course At Alb. Pharm,
IENV-6940,Interdiscip Environ Ind Study,
IHSS-1000,Interdis. Hum & Soc Sci Elect,
IHSS-1001,Consortia Course (at Hvcc),
IHSS-1002,Consortia Course (at Sunya),
IHSS-1003,Consortia Course (at Siena),
IHSS-1004,Consortia Course (at Skidmore),
IHSS-1005,Consortia Course (at Union),
IHSS-1006,Consortia Course (at St. Rose),
IHSS-1007,Consortia Course (at Jca),
IHSS-1008,Consortia Course Sccc Or Acc,
IHSS-1009,Consortia Course(at Alb Pharm),
IHSS-1010,Exploring Music @ Rensselaer,"This course, which is the prerequisite for further courses in music theory and in computer music, is an introduction to the materials of music. Using a variety of examples from classical, popular, and non-western music, the class will introduce concepts of melody, harmony, rhythm, and musical form. Students will use their laptop computers for aural skills practice, notation, and basic recording exercises. Although no musical experience is required for this course, sight singing is one of the important skills to be developed."
IHSS-1165,Great Ideas In Philosophy,"This course invites you into the world of philosophical ideas and reasoning –to join a great conversation that has unfolded since Socrates exhorted people to lead an examined life 2,400 years ago in Ancient Greece. We will explore such issues as whether some ways of acting and living are morally better than others, the relationship that exists between mind and body, and whether philosophy has anything to contribute to ongoing discussions about the existence and nature of God. This course will include both frequent discussion and written assignments and will aim to help you develop your skills in each of these modes of communication. This course is communication intensive."
IHSS-1175,Well-being:cultivtng Curiosity,"How do people maintain a sense of well-being in their lives? Each person’s path to well-being in body and mind is unique—arising from an awareness of our needs, goals and what each finds fulfilling. The theme of curiosity will be used to explore what makes people tick, what makes them feel balanced, stressed, or calm. This interdisciplinary course uses practice-based learning, in-class writing, lectures, creative play, and reading."
IHSS-1180,The Art Of Listening,"Listening to each other, ourselves, and our surroundings can be a transformative experience that enhances well-being. In this course, a heightened awareness to sound will be developed through experiential exercises, creative projects, collaborations, readings, lectures, and discussion. The course introduces “Deep Listening,” a practice developed by pioneer composer and humanitarian Pauline Oliveros to enhance and expand listening abilities and to encourage creative work."
IHSS-1200,Principles Of Economics,"This course is designed to introduce a wide variety of concepts and applications in the broad subject of economics, economics being the study of people’s choices. Traditionally, these choices have been framed as how to best employ scarce resources to produce goods and services and distribute them for consumption. To describe these choices the cause will introduce the concepts of opportunity cost, demand and supply theory, and market structures. It will consider the role of government in making resource allocation choices. Students will also study important macroeconomic data such as gross domestic product, economic growth rates, inflation, and unemployment. Additionally, studied will be the role of money and banking in the economy and short-run events such as recessions and expansions. Overall, the course will provide the student with an encompassing view of how economic principles and concepts relate to the broader economy and society."
IHSS-1220,It And Society,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments, and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas—the software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT."
IHSS-1235,Are Humans Rational?,"The Aristotelian dictum that we are rational animals is under severe attack these days. In fact, the previous sentence may seriously understate the situation: the dictum is perhaps outright rejected by many, if not most. From psychologists of reasoning and decision-making to behavioral economists to the “new atheists” (all groups whose message we will consider in this class), the onslaught is firmly underway, and fierce."
IHSS-1240,Sustainability Debates,"Students in this course participate in a series of class debates, presenting and cross-examining the arguments of those who have a stake in various environmental controversies (about energy, toxic chemicals, consumption, etc.). Students also work in groups to design a proposal for a project to help solve an environmental problem. Throughout the course, students are encouraged to develop their own environmental values and ideas. This is a communication-intensive course."
